,P6426,P6440,P7040,OFICIO,P6430,RAMA4D_R4,INGLABO
6940,60,2,2,98,4,4921,600000
6941,120,1,2,58,1,8544,1100000
6942,36,1,2,33,1,4711,905000
6943,12,1,2,3,1,4752,905000
6944,120,2,2,54,4,8121,500000
6945,48,2,2,98,4,4921,600000
6946,3,2,2,95,4,4111,800000
6947,48,1,2,54,3,9700,320000
6948,7,1,2,45,1,4530,908000
6949,152,1,2,19,2,8413,2600000
6950,0,1,2,59,1,8621,900000
6951,18,2,2,16,4,7310,3000000
6952,36,2,2,41,4,4711,1000000
6953,36,2,2,45,6,4711, 
6954,48,1,2,18,1,9491,1550000
6955,15,1,2,21,1,6412,1500000
6956,60,1,2,37,1,5320,1100000
6957,6,2,2,55,4,8121,400000
6958,12,2,2,45,4,4781,50000
6959,36,1,2,53,1,5619, 
6960,70,2,2,98,4,4921,300000
6961,96,2,2,98,4,4921, 
6962,180,2,2,55,4,8121,500000
6963,36,1,2,54,3,9700, 
6964,24,2,2,16,4,5912,1000000
6965,60,2,2,98,4,4921,900000
6966,48,1,2,53,1,5511,1014000
6967,84,2,2,84,4,4542,800000
6968,180,2,2,84,4,4520,160000
6969,36,2,2,84,6,4520, 
6970,2,2,2,41,4,4741,800000
6971,1,1,2,77,1,4711,905000
6972,600,2,2,41,5,4773, 
6973,72,1,2,39,1,4773,2000000
6974,24,2,2,41,5,4773, 
6975,1,2,2,53,4,5619,200000
6976,120,2,2,95,4,4111,900000
6977,3,1,2,13,1,8890,1800000
6978,4,2,2,45,4,9200,400000
6979,3,2,2,41,4,4759,500000
6980,36,2,2,81,4,3110,1000000
6981,24,2,2,45,4,4789, 
6982,60,1,2,13,2,8530,3500000
6983,120,1,2,13,2,8530,3000000
6984,120,2,2,49,4,7729,600000
6985,120,1,2,13,1,8544,3400000
6986,12,2,2,11,4,6920, 
6987,48,1,2,39,4,8412,2100000
6988,60,1,2,54,3,9700,700000
6989,240,2,2,79,4,9529,200000
6990,70,2,2,2,4,7110,1800000
6991,120,1,2,21,1,6412,2500000
6992,120,1,2,58,1,8010,1000000
6993,60,1,2,45,1,4772,800000
6994,120,1,2,62,8,123,600000
6995,1,2,2,41,4,4754,1200000
6996,72,2,2,41,4,4773,50000
6997,18,1,2,45,1,4711,908000
6998,50,2,2,95,4,4330,1000000
6999,180,2,2,41,4,4771,600000
7000,24,2,2,97,4,5320,500000
7001,177,1,2,93,1,4512,1200000
7002,1,1,2,43,1,4711,1000000
7003,0,1,2,38,1,6110,904000
7004,1,1,2,33,1,8299,30000
7005,56,1,2,33,1,4724,250000
7006,8,2,2,98,4,4921,850000
7007,24,2,2,11,4,6920,1500000
7008,72,1,2,13,2,8530,1700000
7009,24,2,2,79,4,1410,100000
7010,9,2,2,79,6,1410, 
7011,24,2,2,98,4,4921,700000
7012,0,2,2,53,4,5611,0
7013,228,1,2,58,1,6412,908526
7014,48,1,2,39,4,9499,908526
7015,0,2,2,93,4,4330,50000
7016,240,2,2,95,4,4111,900000
7017,120,2,2,45,4,4782,400000
7018,48,2,2,98,4,4921,450000
7019,60,2,2,57,4,9602,200000
7020,60,2,2,56,4,9601,250000
7021,5,2,2,53,4,5619,300000
7022,2,1,2,45,1,1081,600000
7023,18,2,2,99,4,3830,390000
7024,18,2,2,41,4,4711, 
7025,18,2,2,45,6,4711, 
7026,48,2,2,57,4,9602,900000
7027,5,1,2,53,1,5611,528000
7028,84,1,2,3,1,6110,908526
7029,2,2,2,37,4,5320,450000
7030,5,1,2,95,4,4112,1000000
7031,84,2,2,45,4,9200,180000
7032,12,2,2,41,4,4771,1500000
7033,12,2,2,41,4,4771,1500000
7034,12,2,2,45,6,4771, 
7035,180,2,2,45,4,4792,100000
7036,36,1,2,13,1,8530,1817050
7037,180,2,2,95,4,4111,900000
7038,0,2,2,45,4,9200,650000
7039,14,2,2,53,4,5619,200000
7040,18,2,2,53,4,5611,500000
7041,4,2,2,98,4,4921,450000
7042,60,2,2,95,4,4111,800000
7043,1,1,2,39,1,2394,908526
7044,120,1,2,45,1,4755,908526
7045,10,2,2,84,5,4542,800000
7046,168,2,2,87,4,2511,25000
7047,4,1,2,13,4,8551,2600000
7048,3,2,2,97,4,5320,800000
7049,144,1,2,99,1,3811,1200000
7050,12,1,2,56,1,9601,900000
7051,5,1,2,55,1,5511,907000
7052,5,2,2,98,4,4923,300000
7053,180,2,2,41,4,4762,1200000
7054,24,2,2,45,6,4762, 
7055,9,2,2,84,4,4542,600000
7056,84,1,2,13,1,8530,400000
7057,70,1,2,45,1,4711,900000
7058,24,2,1,38,4,6190,0
7059,60,2,1,79,4,1410,250000
7060,0,1,2,45,1,4711,300000
7061,264,1,2,37,1,8621,907000
7062,204,2,2,80,4,9523, 
7063,300,2,2,95,4,4111,850000
7064,84,2,2,95,4,4111,750000
7065,60,2,2,85,4,4520,800000
7066,120,2,2,95,4,4111,1000000
7067,56,2,2,79,4,1410,0
7068,198,2,2,99,4,3830,230000
7069,2,1,2,45,1,9200,680000
7070,8,1,2,45,1,9200,600000
7071,1,2,2,45,6,4711, 
7072,1,2,2,41,4,4711,1560000
7073,36,2,2,45,4,4781,750000
7074,500,2,2,45,4,5619,100000
7075,12,2,2,95,4,4111,300000
7076,96,2,2,98,4,4921,450000
7077,3,1,2,54,3,9700,400000
7078,48,1,2,45,1,4731,908500
7079,72,1,1,13,2,8530,1900000
7080,36,1,2,13,2,8530,1900000
7081,13,2,2,98,4,4921,150000
7082,310,2,2,98,4,4923, 
7083,24,2,2,38,4,6190,200000
7084,12,2,2,38,7,6190, 
7085,12,1,2,45,1,4711,600000
7086,12,2,2,45,7,4711, 
7087,56,1,2,77,1,1081,1300000
7088,50,1,2,32,1,4921,904000
7089,12,1,2,6,1,8621,907000
7090,360,2,2,2,4,7110,0
7091,4,1,2,6,1,8610,3000000
7092,120,2,2,98,4,4923,907000
7093,5,1,2,7,1,8621,1200000
7094,60,1,2,7,1,8621,1900000
7095,1,2,2,53,4,5611,520000
7096,10,2,2,87,4,4322,360000
7097,1,2,2,53,6,5611, 
7098,432,1,2,97,1,510,3000000
7099,300,1,2,13,2,8530,3000000
7100,18,1,2,12,1,6531,1800000
7101,18,1,2,59,1,8610,950000
7102,18,2,2,41,4,4773,800000
7103,18,2,2,41,4,4773, 
7104,180,2,2,41,4,4541,1000000
7105,437,1,2,97,1,510,5000000
7106,36,1,2,39,1,8610,1300000
7107,24,1,2,45,1,4719,400000
7108,72,1,2,59,1,8610,1050000
7109,120,1,2,11,1,4210,1500000
7110,48,1,2,11,1,141,1400000
7111,72,1,2,39,1,3520,1200000
7112,420,2,2,14,4,9491,3000000
7113,60,1,2,54,3,9700,400000
7114,384,2,2,84,4,4520, 
7115,96,1,2,39,1,5530,907000
7116,264,1,2,84,1,4520,800000
7117,42,1,2,45,1,4631,908500
7118,36,2,2,21,4,3110,1000000
7119,192,1,2,8,2,8621,1800000
7120,4,1,2,8,4,8412,1800000
7121,4,1,2,53,1,5619,800000
7122,12,1,2,59,1,4774,907000
7123,3,2,2,94,4,3210,250000
7124,11,1,2,53,1,5611,908500
7125,14,1,2,32,1,4774,600000
7126,312,1,2,13,2,8530,2800000
7127,48,1,2,32,1,7120,1200000
7128,36,2,2,16,4,7310,1800000
7129,36,2,2,16,6,7310, 
7130,180,2,2,57,4,9602,300000
7131,8,2,2,95,4,4111,700000
7132,180,1,2,85,1,2392,1870000
7133,10,2,2,98,4,4921,720000
7134,12,2,2,56,4,9601,280000
7135,5,1,2,54,3,9700,400000
7136,12,1,2,33,1,7911,1800000
7137,120,2,2,45,4,4792,400000
7138,39,2,2,61,5,112,8000000
7139,120,1,2,31,2,8413,4500000
7140,8,1,2,12,4,8412,7000000
7141,20,1,2,6,4,8610,3800000
7142,12,2,2,98,4,4921,500000
7143,27,1,2,45,1,4772,908526
7144,7,2,2,95,4,4111,400000
7145,216,1,2,3,1,8890,908526
7146,15,1,2,58,1,4711,1200000
7147,10,2,2,45,4,5619,350000
7148,10,2,2,45,4,5619,350000
7149,18,2,2,98,4,4921,720000
7150,252,2,2,98,4,4921,680000
7151,24,1,2,53,1,5619,800000
7152,54,1,2,98,1,1081,908526
7153,36,1,2,45,1,4731,908526
7154,18,1,2,32,4,8412,2100000
7155,5,1,2,45,1,4741,908526
7156,3,1,2,58,1,6110,600000
7157,60,1,2,59,1,8610,908526
7158,8,1,2,7,1,8621,2000000
7159,120,2,2,55,4,8121,300000
7160,2,1,2,36,1,5021,300000
7161,516,1,2,13,2,8530,3400000
7162,468,1,2,13,2,8530,2400000
7163,330,1,2,58,2,8424,2600000
7164,12,2,2,84,4,9529,400000
7165,12,1,2,45,1,4762,200000
7166,1,1,2,95,1,4111,960000
7167,27,1,2,13,1,8544,1600000
7168,24,1,2,83,1,2511,908526
7169,1,1,2,95,1,4111,450000
7170,86,2,2,53,4,5619,200000
7171,180,1,2,45,1,1011,908526
7172,120,1,2,14,1,9491,2300000
7173,36,2,2,49,4,7729,200000
7174,7,2,2,87,4,4322,300000
7175,46,1,2,33,1,3511,908526
7176,72,1,2,45,1,1040,908526
7177,7,2,2,98,4,4921,600000
7178,48,2,2,98,4,4921,500000
7179,7,2,2,45,4,4771,250000
7180,10,2,1,45,4,4792,250000
7181,4,2,2,98,4,4921,350000
7182,7,1,2,38,1,8220,908526
7183,12,1,2,99,1,5619,300000
7184,18,2,2,99,4,4542,300000
7185,6,2,2,45,4,4781,850000
7186,24,1,2,58,1,4752,1200000
7187,24,2,2,55,4,8121,250000
7188,1,2,2,59,4,9609,100000
7189,108,2,2,85,5,4321,500000
7190,3,1,2,19,4,8890,700000
7191,120,1,2,35,1,8010,1200000
7192,3,1,2,53,1,5611,800000
7193,86,2,2,98,4,4921,600000
7194,12,1,2,54,3,9700,400000
7195,24,1,2,89,1,2392,800000
7196,1,1,2,95,1,4111,800000
7197,6,2,2,98,4,4921,320000
7198,9,1,2,53,1,5611,600000
7199,9,1,2,53,1,5611,600000
7200,10,1,2,18,1,9312,700000
7201,3,1,2,89,1,2392,800000
7202,2,1,2,54,3,9700,410000
7203,240,2,2,80,4,9523,150000
7204,12,2,1,13,4,8559,450000
7205,45,1,2,1,1,8621,2550000
7206,24,1,2,45,1,4711,908526
7207,1,2,2,56,4,9601,150000
7208,120,2,2,98,4,4921,600000
7209,12,1,2,53,1,5611,900000
7210,5,2,1,98,4,4921,270000
7211,1,1,2,39,1,6110,1200000
7212,60,1,2,13,1,8544,2900000
7213,60,2,2,77,4,5619,100000
7214,120,1,2,45,1,4631,800000
7215,1,1,2,95,1,4111,650000
7216,12,2,2,98,4,4921,700000
7217,36,2,2,41,4,4729,80000
7218,12,2,2,95,4,3110,500000
7219,180,1,2,58,2,8423,1600000
7220,10,2,2,93,4,9529,440000
7221,4,2,2,3,4,4322,350000
7222,60,1,2,59,1,8610,1100000
7223,240,2,2,79,4,1410,800000
7224,12,2,2,59,4,5320,450000
7225,120,2,2,45,4,9200,400000
7226,24,1,2,59,1,8610,1200000
7227,12,2,2,77,4,5619,30000
7228,4,1,2,95,1,4111,908526
7229,2,2,2,56,4,9601,120000
7230,26,1,2,12,2,8424,7000000
7231,8,1,2,57,1,9602,200000
7232,120,2,2,79,4,1410,400000
7233,24,2,2,94,4,3210,300000
7234,120,1,2,40,1,4711,1300000
7235,4,2,2,98,4,4921,450000
7236,11,2,2,45,4,5619,500000
7237,10,2,2,45,4,4789,480000
7238,360,1,2,32,1,8219,908526
7239,10,2,2,98,4,4921,900000
7240,2,1,2,54,3,9700,430000
7241,312,2,2,79,4,3110,100000
7242,10,2,2,71,4,811,420000
7243,18,1,2,54,3,9700,420000
7244,32,1,2,54,3,9700,460000
7245,52,1,2,13,1,8890,908526
7246,6,2,2,79,4,9529,100000
7247,12,1,2,95,1,4111,600000
7248,120,2,2,97,4,5224,500000
7249,12,2,2,98,4,4923,600000
7250,27,1,2,97,1,5320,908526
7251,240,2,2,79,4,1410,700000
7252,60,2,2,44,4,6810,900000
7253,9,2,2,98,4,4921,600000
7254,72,1,2,32,1,4520,908526
7255,12,1,2,32,1,6810,908526
7256,60,1,2,44,1,6120,1200000
7257,12,2,2,79,4,1410,100000
7258,24,1,2,3,1,8010,1100000
7259,36,1,2,45,1,1103,908526
7260,69,1,2,98,1,4631,908526
7261,12,1,2,98,1,4923,800000
7262,180,1,2,97,1,4711,908526
7263,47,1,2,2,1,4732,1740000
7264,36,1,2,13,1,8530,2400000
7265,36,1,2,40,1,4723,2000000
7266,480,2,2,12,4,6910,4000000
7267,84,1,2,19,2,8412,3000000
7268,35,1,2,6,4,8621,2300000
7269,18,1,2,33,1,6499,800000
7270,12,2,2,57,4,9602,40000
7271,132,1,2,58,1,8610,908526
7272,120,2,2,99,4,4520,400000
7273,168,2,2,79,4,1410,300000
7274,60,2,2,51,5,5613,700000
7275,60,2,2,53,6,5613, 
7276,19,1,2,6,2,8610,3500000
7277,36,1,2,11,1,9603,2200000
7278,48,2,2,97,4,5224,700000
7279,360,2,2,79,4,1410,700000
7280,24,2,2,85,4,9522,850000
7281,240,2,2,61,5,141,4500000
7282,6,1,2,53,1,5619,900000
7283,144,1,2,32,2,8424,2800000
7284,110,1,2,84,1,4520,1200000
7285,24,1,2,45,1,4771,950000
7286,220,2,2,93,4,4330, 
7287,360,2,2,99,4,4520,1000000
7288,360,1,2,13,2,8530,3900000
7289,60,1,2,95,4,4111,600000
7290,276,1,2,54,1,8890,1200000
7291,4,1,2,44,1,6120,1000000
7292,6,1,2,19,1,8413,2500000
7293,66,2,2,51,4,5611,800000
7294,48,1,2,30,1,8610,1800000
7295,48,1,2,54,4,8121,200000
7296,240,2,2,97,4,5224,250000
7297,120,2,2,97,4,5224,300000
7298,360,1,2,45,1,4731,908526
7299,56,2,2,53,4,5619,600000
7300,284,2,2,85,4,4321,900000
7301,120,2,2,45,4,4789,800000
7302,420,2,2,80,4,1521, 
7303,72,1,2,81,4,3110,3500000
7304,60,1,2,45,1,4771,1000000
7305,36,1,2,33,1,6499,1200000
7306,10,2,2,44,4,6190,300000
7307,48,1,2,32,1,8541,1200000
7308,12,1,2,13,4,8544,3000000
7309,324,1,2,13,2,8530,3500000
7310,96,2,2,98,4,4921,900000
7311,56,1,2,54,3,9700,500000
7312,49,2,2,98,4,4921,900000
7313,200,1,2,39,1,9491,1200000
7314,4,1,2,59,4,9491,1537000
7315,300,1,2,34,2,8544,2000000
7316,240,1,2,54,3,9700,430000
7317,24,1,2,13,4,8890,1600000
7318,58,2,2,98,4,4921,300000
7319,24,1,2,3,1,9499,900000
7320,24,1,2,92,1,1313,800000
7321,200,1,2,13,2,8521,2000000
7322,84,1,2,5,4,8621, 
7323,1,1,2,95,4,4111,400000
7324,1,2,2,98,4,4921,500000
7325,4,2,2,98,4,4921,700000
7326,36,1,2,95,4,4111,900000
7327,120,1,2,85,4,4321,500000
7328,48,2,2,41,4,4724,600000
7329,72,2,2,45,4,4792,600000
7330,48,2,2,41,4,4711,300000
7331,6,1,2,7,1,8621,2000000
7332,48,1,2,13,1,8530,2000000
7333,196,1,2,95,4,4111,1100000
7334,56,2,2,77,4,5619,900000
7335,360,1,2,13,2,8530,2000000
7336,60,1,2,84,4,4542,100000
7337,240,1,2,13,2,8530,2000000
7338,84,2,2,41,4,4711,3000000
7339,94,2,2,45,6,4711, 
7340,48,1,2,39,1,9329,908000
7341,60,1,1,8,4,8413,4000000
7342,360,2,2,57,4,9602,600000
7343,120,2,2,57,6,9602, 
7344,36,2,2,98,4,4921,900000
7345,156,1,2,54,1,8890,908000
7346,60,1,2,45,1,4755,908000
7347,24,1,2,95,4,3110,800000
7348,12,1,2,54,3,9700,500000
7349,24,2,2,38,4,6190,80000
7350,24,1,2,3,1,8890,908526
7351,24,1,2,58,2,8530,1200000
7352,48,2,2,99,4,4542,350000
7353,120,1,2,54,3,9700,550000
7354,168,1,2,58,2,8423,1500000
7355,168,1,2,59,1,8621,1050000
7356,60,1,2,2,4,7110,2800000
7357,384,1,2,14,1,9491,1800000
7358,180,1,2,95,4,4111,1500000
7359,5,1,2,45,1,4711,500000
7360,318,1,2,97,1,4632,908526
7361,1,1,2,57,4,9602, 
7362,27,2,2,51,5,5619, 
7363,36,1,2,39,1,6499,2000000
7364,72,1,2,45,1,4761,908000
7365,168,1,2,32,1,8621,908000
7366,2,1,2,39,4,8412,1260000
7367,6,1,2,12,4,8412,3000000
7368,6,1,2,12,4,8412,3000000
7369,120,2,2,45,4,4781,120000
7370,6,2,2,98,4,4921,300000
7371,228,2,2,55,4,8121,720000
7372,12,1,2,55,1,8424,908500
7373,36,1,2,54,3,9700,720000
7374,120,2,2,45,4,4792,200000
7375,48,1,2,39,1,4711,1100000
7376,24,2,2,45,4,4789,240000
7377,6,2,2,57,4,9602,150000
7378,180,2,2,80,4,9523,80000
7379,240,2,2,99,4,3830,700000
7380,1,2,2,53,4,5619,650000
7381,96,1,2,13,4,8544,1200000
7382,33,1,2,6,1,8621,4500000
7383,3,1,2,59,4,8610,1500000
7384,3,1,2,95,1,4111,900000
7385,1,1,2,53,1,5611,600000
7386,24,1,2,33,1,6412,1300000
7387,24,2,2,95,4,4111,600000
7388,360,1,2,13,2,8530,5000000
7389,6,1,2,58,1,8030,1500000
7390,12,1,2,21,1,6120,3500000
7391,168,2,2,2,4,7110,5000000
7392,9,1,2,20,2,8412,8000000
7393,240,1,2,85,1,4321,2600000
7394,60,1,2,97,1,4711,900000
7395,420,2,2,12,5,6910,1500000
7396,12,1,2,33,1,4322,1400000
7397,48,2,2,12,4,6910,2000000
7398,360,2,2,44,4,6820,2000000
7399,144,1,2,6,4,8610,4000000
7400,12,1,2,59,1,8621,1300000
7401,60,2,2,45,4,4792,0
7402,360,2,2,95,4,4111,400000
7403,84,1,2,55,1,8691,908500
7404,36,1,2,34,1,8691,908500
7405,60,1,2,45,1,4771,980500
7406,132,2,2,84,4,4542,800000
7407,5,1,2,54,3,9700,600000
7408,384,2,2,97,4,5224,200000
7409,132,2,2,97,4,5224,150000
7410,18,2,2,45,4,5619,300000
7411,9,1,1,5,4,8691,540000
7412,48,1,2,97,1,4661,908000
7413,36,2,2,77,4,1040,200000
7414,360,2,2,62,4,161,1100000
7415,360,2,2,97,4,4923,600000
7416,96,2,2,41,4,4711,300000
7417,36,1,2,59,1,4773,908000
7418,8,2,2,45,4,5619,600000
7419,60,2,2,84,4,4542,700000
7420,36,1,2,2,1,4112,908500
7421,12,1,2,3,1,8621,908500
7422,1,1,2,45,1,9200,908500
7423,18,2,2,44,4,6512,1300000
7424,26,1,2,32,1,6492,1680000
7425,144,1,2,39,1,4923,908500
7426,4,1,2,59,2,8413,1860000
7427,240,2,2,95,4,4111,1100000
7428,6,1,2,33,2,3600,1014000
7429,15,1,2,21,1,6820,600000
7430,120,2,2,45,4,5619,500000
7431,120,2,2,55,4,8121,400000
7432,240,2,2,21,4,4520,400000
7433,396,1,2,85,2,3511,2100000
7434,63,1,2,59,1,8621,1100000
7435,120,2,2,45,4,4792,300000
7436,120,1,2,13,2,8513,2600000
7437,192,1,2,55,2,8413,950000
7438,144,1,2,87,1,3520,950000
7439,6,2,2,41,4,4759,500000
7440,6,2,2,99,4,4520,300000
7441,24,1,2,18,1,9312,1000000
7442,200,2,2,92,4,1313,1200000
7443,24,1,2,8,4,8412,2600000
7444,6,2,2,55,4,8121,800000
7445,6,1,2,6,4,8610,10000000
7446,68,1,2,59,2,8621,1600000
7447,84,1,2,21,2,8424,3500000
7448,72,1,2,30,2,8424,3000000
7449,36,1,2,8,1,6201,3000000
7450,240,2,2,45,4,4781,450000
7451,240,2,2,45,4,4781,350000
7452,18,2,2,45,6,4781, 
7453,168,2,2,53,4,5619,300000
7454,96,2,2,95,4,4330,900000
7455,36,2,2,77,4,5619,500000
7456,3,2,2,77,6,5619, 
7457,240,2,2,97,4,5224,700000
7458,180,2,2,79,4,1410,600000
7459,420,2,2,84,4,4542,800000
7460,60,2,2,98,4,4921,900000
7461,48,1,2,13,1,8512,908000
7462,96,2,2,41,4,4719,250000
7463,360,2,2,95,4,4111,600000
7464,72,2,2,98,4,4921,900000
7465,4,1,2,30,4,8413,1200000
7466,24,1,2,2,1,610,1540000
7467,12,2,2,41,4,4799,200000
7468,4,2,2,3,4,4520,800000
7469,14,1,2,33,1,7010,1100000
7470,5,1,2,58,1,6820,908000
7471,480,2,2,79,4,1410,700000
7472,120,2,2,79,4,1410,600000
7473,120,2,2,84,4,4520,500000
7474,16,1,2,45,1,4723,1100000
7475,84,1,2,45,1,4772,1100000
7476,120,2,2,87,4,4322,600000
7477,120,1,2,3,1,910,2200000
7478,120,2,2,98,4,4923,600000
7479,240,1,2,3,1,7110,1600000
7480,260,2,2,54,4,8121,900000
7481,83,2,2,55,4,8121,870000
7482,25,1,2,30,4,8412,2300000
7483,180,2,2,55,4,8121,1300000
7484,72,2,2,55,4,8121,980000
7485,74,2,2,41,4,4771,1200000
7486,120,1,2,62,1,6820,1200000
7487,30,2,2,51,4,5619,950000
7488,36,1,2,21,1,5221,1000000
7489,48,1,2,77,1,4723,1000000
7490,3,2,2,55,4,8121,500000
7491,15,1,2,97,1,5320,1200000
7492,60,2,2,45,4,4791,1200000
7493,120,1,2,55,1,8621,1200000
7494,24,1,2,21,4,9499,1500000
7495,84,1,2,98,1,8699,1228526
7496,120,2,2,98,4,4921,500000
7497,2,1,2,39,4,9499,903000
7498,150,2,2,95,4,4111,350000
7499,60,1,2,45,4,4723,750000
7500,24,2,2,53,4,5611,300000
7501,48,2,2,56,4,9601,50000
7502,84,2,2,95,4,4111,250000
7503,18,2,2,98,4,4921,600000
7504,2,2,2,49,4,7729,50000
7505,360,2,2,85,4,9522,60000
7506,7,1,2,39,1,6810,600000
7507,75,2,2,95,4,4111,720000
7508,129,2,1,98,4,4923,750000
7509,2,2,2,21,4,5221,50000
7510,129,2,2,45,4,5611,50000
7511,48,1,2,45,1,4755,850000
7512,2,1,2,59,4,8610,1000000
7513,3,1,2,97,1,5619,900000
7514,3,1,2,58,2,8423,600000
7515,60,2,2,99,4,3830,200000
7516,2,2,2,53,4,5619,30000
7517,3,2,2,53,4,5619,240000
7518,24,2,2,41,4,4729,20000
7519,180,2,2,45,4,5619,300000
7520,49,2,2,41,4,4773,150000
7521,0,2,2,45,4,4773,0
7522,288,1,2,14,1,9491,1000000
7523,13,2,2,41,4,5611,90000
7524,18,2,2,57,4,9602,50000
7525,108,1,2,39,1,3600,1000000
7526,168,1,2,33,1,3600,1100000
7527,6,2,2,95,4,4210,800000
7528,2,2,2,55,4,8121,120000
7529,96,2,2,75,4,1513,120000
7530,6,1,2,33,1,4321,908000
7531,60,1,2,54,3,9700,530000
7532,336,1,2,39,1,510, 
7533,36,1,2,3,1,6120,1700000
7534,6,2,2,41,4,4724,500000
7535,180,2,2,41,4,4771,1500000
7536,360,2,2,16,5,7410,150000
7537,48,1,2,97,1,5320,908526
7538,163,2,2,95,4,4330,400000
7539,36,2,2,98,4,4921,850000
7540,120,2,2,75,4,1513,320000
7541,12,2,2,98,4,4921,900000
7542,72,2,2,16,4,7410,1200000
7543,36,2,2,84,4,4520,2500000
7544,98,1,2,7,1,8610, 
7545,36,2,2,98,4,4921,550000
7546,480,2,2,95,4,4111,400000
7547,1,2,2,45,4,5619,250000
7548,7,2,2,95,4,4210,0
7549,12,2,2,97,4,5224,750000
7550,24,1,2,45,1,4741,1014980
7551,6,2,2,98,4,4921,400000
7552,480,2,2,85,4,4520,1200000
7553,108,1,2,3,1,510,1300000
7554,96,1,2,13,1,8530,920000
7555,60,2,2,45,4,5619,500000
7556,3,2,2,99,4,3830,290000
7557,36,2,2,75,4,3290,400000
7558,4,2,2,98,4,4921,750000
7559,108,1,2,13,2,8530,2000000
7560,36,1,2,54,3,9700,1050000
7561,0,2,1,53,4,5619,0
7562,6,2,1,45,4,4792,100000
7563,6,1,2,3,4,8890,1600000
7564,24,1,2,54,3,9700,530000
7565,48,2,2,56,4,9601,30000
7566,8,1,2,54,3,9700,1400000
7567,48,2,2,45,4,5619,350000
7568,36,2,2,53,4,5611,140000
7569,24,1,2,40,1,4711,1250000
7570,24,2,2,41,4,4773,0
7571,48,1,2,13,4,9499,1500000
7572,84,2,2,98,4,4921,850000
7573,60,2,2,95,4,4210,800000
7574,19,2,2,75,4,3290,150000
7575,4,2,2,45,4,5619,300000
7576,120,2,1,12,4,6910,4000000
7577,132,2,2,12,4,6910,2000000
7578,396,2,2,95,4,4210,480000
7579,24,2,2,45,4,4789,500000
7580,24,2,2,11,4,6920,700000
7581,29,2,2,45,4,5619,40000
7582,48,1,2,77,1,1081,1000000
7583,72,1,2,32,1,7010,1800000
7584,360,2,2,95,4,4111,1200000
7585,120,2,2,98,4,4921,500000
7586,144,2,2,98,4,4921,900000
7587,105,1,2,30,1,7010,3150000
7588,60,2,2,57,4,9602,250000
7589,12,2,2,95,4,4111,300000
7590,132,1,2,39,2,6411,2000000
7591,1,1,2,19,4,9499, 
7592,36,1,2,99,1,3811,1100000
7593,12,1,2,55,4,9499,500000
7594,163,2,2,97,4,5320,500000
7595,8,2,2,98,4,4921,900000
7596,13,2,2,45,4,5619,20000
7597,120,2,2,98,4,4921,500000
7598,24,2,2,53,4,5619,450000
7599,24,2,2,53,6,5619, 
7600,36,2,2,98,4,4921,800000
7601,120,2,2,41,4,4711,2000000
7602,24,1,2,39,2,8551,4140000
7603,216,1,2,11,1,9411,4000000
7604,132,2,2,53,4,5619,400000
7605,120,2,2,53,6,5619, 
7606,8,2,1,98,4,4921,150000
7607,6,2,2,41,4,4724,30000
7608,120,2,2,56,4,9601,240000
7609,7,2,2,45,4,5619,26000
7610,4,1,2,33,4,6920,1000000
7611,2,2,2,45,4,5611,150000
7612,2,2,2,53,6,5611, 
7613,60,2,2,85,4,9522,100000
7614,60,2,2,95,4,4111, 
7615,120,1,2,13,4,8544,4000000
7616,240,1,2,87,1,4520,908000
7617,2,1,2,30,4,8890,1000000
7618,48,1,2,98,4,4921,700000
7619,68,2,2,95,4,4111,720000
7620,6,1,2,32,1,4741,800000
7621,48,2,2,53,6,5611, 
7622,72,2,2,53,5,5611,500000
7623,12,2,2,53,4,5611,240000
7624,192,2,2,57,4,9602,900000
7625,72,2,2,79,4,9529,600000
7626,480,1,2,13,2,8530,4000000
7627,12,2,2,55,4,8121,100000
7628,3,2,2,41,4,4724,600000
7629,252,1,2,31,2,8412, 
7630,2,2,2,77,5,5619,350000
7631,400,2,2,98,4,4921,900000
7632,24,1,2,39,4,9499, 
7633,12,2,2,98,4,4921,600000
7634,24,2,2,21,4,8219,300000
7635,12,2,2,8,4,6201,1000000
7636,2,1,1,30,4,8544,1600000
7637,12,2,2,45,4,5619,300000
7638,60,2,2,79,4,1410,750000
7639,120,2,2,57,4,9602,500000
7640,48,2,2,30,4,7020,400000
7641,3,1,2,11,4,8412,2700000
7642,12,2,1,53,4,5611,1500000
7643,2,2,2,58,4,8010,160000
7644,24,1,2,54,3,9700,1500000
7645,24,1,1,6,4,8413,4500000
7646,60,1,2,97,1,510,2980000
7647,6,1,2,55,2,8551,1014980
7648,1,1,2,19,4,7110,4000000
7649,24,2,2,98,4,4921,600000
7650,24,2,2,98,4,4921,450000
7651,60,1,2,85,1,510,908526
7652,6,1,2,33,1,3513,1014980
7653,1,1,2,16,4,7310,1200000
7654,300,1,2,13,2,8530,3000000
7655,48,2,1,45,4,4792,150000
7656,42,1,2,13,1,8530,1400000
7657,4,2,2,41,4,4755,300000
7658,24,1,2,3,1,6423,1120000
7659,3,1,2,19,4,9499,1800000
7660,12,2,1,41,4,4722,400000
7661,12,2,2,98,4,4921,300000
7662,60,2,2,95,4,4111,600000
7663,60,2,1,57,4,9602,550000
7664,2,1,2,53,4,5619,700000
7665,144,2,2,21,5,4520,600000
